Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2021-4-17/5:44:51,isolet,1,100,0,0,CFS,SVM,4294,99.84,7,0.16,1,0.07,0.19,96.09,96.69,4301,1,0,1,1,1,1,1,1,1982,95.33,97,4.67,0.95,0.07,0.19,96.04,96.64,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.94,184
2021-3-16/15:18:5,isolet,1,100,0,0,None,C4.5,188,97.37,113,2.63,0.97,0,0.04,3.99,19.98,4301,0.97,0,0.97,0.97,0.97,0.97,1,0.99,706,82.06,373,17.94,0.81,0.01,0.11,19.77,59.3,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,618
2021-3-16/15:23:59,isolet,1,100,0,0,None,IB1,301,100,0,0,1,0,0,0.6,0.6,4301,1,0,1,1,1,1,1,1,800,86.58,279,13.42,0.86,0.01,0.1,14.48,52.66,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/15:19:14,isolet,1,100,0,0,None,Naive-Bayes,720,86.49,581,13.51,0.86,0.01,0.1,14.08,52.67,4301,0.86,0.01,0.88,0.86,0.86,0.86,0.99,0.89,714,82.44,365,17.56,0.82,0.01,0.12,18.23,60.09,79,0.82,0.01,0.84,0.82,0.82,0.82,0.98,0.85,618
2021-3-16/15:24:41,isolet,1,100,0,0,None,SVM,301,100,0,0,1,0.07,0.19,96.09,96.69,4301,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.04,96.64,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-20/1:0:1,isolet,1,100,0,1,CFS,C4.5,3753,96.9,120,3.1,0.97,0,0.04,4.83,21.98,3873,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1716,82.54,363,17.46,0.82,0.01,0.11,19.44,58.09,2079,0.82,0.01,0.83,0.82,0.83,0.82,0.93,0.74,176
2021-4-20/1:1:49,isolet,1,100,0,1,CFS,IB1,3873,100,0,0,1,0,0,0.67,0.67,3873,1,0,1,1,1,1,1,1,1842,88.6,237,11.4,0.88,0.01,0.09,12.44,48.54,2079,0.89,0.01,0.89,0.89,0.89,0.88,0.94,0.8,176
2021-4-20/1:0:23,isolet,1,100,0,1,CFS,Naive-Bayes,3500,90.37,373,9.63,0.9,0.01,0.08,10.02,43.42,3873,0.9,0,0.91,0.9,0.9,0.9,0.99,0.94,1831,88.07,248,11.93,0.88,0.01,0.09,12.45,48.69,2079,0.88,0.01,0.89,0.88,0.88,0.88,0.99,0.91,176
2021-4-20/1:2:7,isolet,1,100,0,1,CFS,SVM,3866,99.82,7,0.18,1,0.07,0.19,96,96.64,3873,1,0,1,1,1,1,1,1,1968,94.66,111,5.34,0.94,0.07,0.19,96.03,96.67,2079,0.95,0,0.95,0.95,0.95,0.94,1,0.93,176
2021-3-20/16:33:4,isolet,1,100,0,1,None,C4.5,772,97.39,101,2.61,0.97,0,0.04,3.75,19.36,4158,0.97,0,0.97,0.97,0.97,0.97,1,0.99,695,81.53,384,18.47,0.81,0.01,0.11,19.85,59.4,79,0.81,0.01,0.82,0.81,0.82,0.81,0.92,0.72,618
2021-3-20/16:38:57,isolet,1,100,0,1,None,IB1,873,100,0,0,1,0,0,0.67,0.67,4158,1,0,1,1,1,1,1,1,798,86.48,281,13.52,0.86,0.01,0.1,14.63,52.85,79,0.86,0.01,0.87,0.86,0.86,0.86,0.93,0.77,618
2021-3-20/16:34:8,isolet,1,100,0,1,None,Naive-Bayes,383,87.35,490,12.65,0.87,0.01,0.1,13.13,50.79,4158,0.87,0.01,0.89,0.87,0.87,0.87,0.99,0.9,730,83.21,349,16.79,0.83,0.01,0.11,17.44,58.52,79,0.83,0.01,0.85,0.83,0.83,0.83,0.98,0.86,618
2021-3-20/16:39:34,isolet,1,100,0,1,None,SVM,873,100,0,0,1,0.07,0.19,96,96.65,4158,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.03,96.67,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/5:54:47,isolet,1,100,20,0,CFS,C4.5,4215,97.21,121,2.79,0.97,0,0.04,4.35,20.85,4336,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1698,81.67,381,18.33,0.81,0.01,0.12,20.18,59.83,2079,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,190
2021-4-17/5:56:39,isolet,1,100,20,0,CFS,IB1,4336,100,0,0,1,0,0,0.6,0.6,4336,1,0,1,1,1,1,1,1,1841,88.55,238,11.45,0.88,0.01,0.09,12.43,48.63,2079,0.89,0.01,0.89,0.89,0.89,0.88,0.94,0.8,190
2021-4-17/5:55:12,isolet,1,100,20,0,CFS,Naive-Bayes,3921,90.43,415,9.57,0.9,0.01,0.08,9.98,43.61,4336,0.9,0,0.91,0.9,0.9,0.9,0.99,0.94,1835,88.26,244,11.74,0.88,0.01,0.09,12.32,48.54,2079,0.88,0.01,0.89,0.88,0.88,0.88,0.99,0.91,190
2021-4-17/5:57:0,isolet,1,100,20,0,CFS,SVM,4331,99.88,5,0.12,1,0.07,0.19,96.09,96.69,4336,1,0,1,1,1,1,1,1,1967,94.61,112,5.39,0.94,0.07,0.19,96.04,96.63,2079,0.95,0,0.95,0.95,0.95,0.94,1,0.93,190
2021-3-24/10:2:27,isolet,1,100,20,0,None,C4.5,223,97.39,113,2.61,0.97,0,0.04,3.97,19.91,4336,0.97,0,0.97,0.97,0.97,0.97,1,0.99,706,82.06,373,17.94,0.81,0.01,0.11,19.76,59.29,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,618
2021-3-24/10:8:27,isolet,1,100,20,0,None,IB1,336,100,0,0,1,0,0,0.6,0.6,4336,1,0,1,1,1,1,1,1,800,86.58,279,13.42,0.86,0.01,0.1,14.47,52.66,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-24/10:3:38,isolet,1,100,20,0,None,Naive-Bayes,757,86.65,579,13.35,0.86,0.01,0.1,13.92,52.39,4336,0.87,0.01,0.88,0.87,0.86,0.86,0.99,0.89,717,82.59,362,17.41,0.82,0.01,0.12,18.1,59.86,79,0.83,0.01,0.85,0.83,0.82,0.82,0.98,0.85,618
2021-3-24/10:9:8,isolet,1,100,20,0,None,SVM,336,100,0,0,1,0.07,0.19,96.09,96.69,4336,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.03,96.63,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/6:6:52,isolet,1,100,40,0,CFS,C4.5,4255,97.35,116,2.65,0.97,0,0.04,4,20,4371,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1673,80.47,406,19.53,0.8,0.02,0.12,21.06,61.69,2079,0.81,0.01,0.81,0.81,0.81,0.8,0.91,0.7,189
2021-4-17/6:8:44,isolet,1,100,40,0,CFS,IB1,4371,100,0,0,1,0,0,0.59,0.59,4371,1,0,1,1,1,1,1,1,1840,88.5,239,11.5,0.88,0.01,0.09,12.48,48.73,2079,0.89,0.01,0.89,0.89,0.89,0.88,0.94,0.8,189
2021-4-17/6:7:16,isolet,1,100,40,0,CFS,Naive-Bayes,3966,90.73,405,9.27,0.9,0.01,0.08,9.83,43.21,4371,0.91,0,0.91,0.91,0.91,0.91,0.99,0.94,1838,88.41,241,11.59,0.88,0.01,0.09,12.11,48.14,2079,0.88,0.01,0.89,0.88,0.89,0.88,0.99,0.91,189
2021-4-17/6:9:5,isolet,1,100,40,0,CFS,SVM,4364,99.84,7,0.16,1,0.07,0.19,96.12,96.7,4371,1,0,1,1,1,1,1,1,1970,94.76,109,5.24,0.95,0.07,0.19,96.03,96.61,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.93,189
2021-3-16/15:39:19,isolet,1,100,40,0,None,C4.5,258,97.41,113,2.59,0.97,0,0.04,3.93,19.83,4371,0.97,0,0.97,0.97,0.97,0.97,1,0.99,706,82.06,373,17.94,0.81,0.01,0.11,19.76,59.28,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,618
2021-3-16/15:45:21,isolet,1,100,40,0,None,IB1,371,100,0,0,1,0,0,0.59,0.59,4371,1,0,1,1,1,1,1,1,800,86.58,279,13.42,0.86,0.01,0.1,14.47,52.65,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/15:40:30,isolet,1,100,40,0,None,Naive-Bayes,792,86.75,579,13.25,0.86,0.01,0.1,13.81,52.16,4371,0.87,0.01,0.89,0.87,0.86,0.87,0.99,0.89,717,82.59,362,17.41,0.82,0.01,0.12,18.09,59.82,79,0.83,0.01,0.85,0.83,0.82,0.82,0.98,0.86,618
2021-3-16/15:46:2,isolet,1,100,40,0,None,SVM,371,100,0,0,1,0.07,0.19,96.12,96.71,4371,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.03,96.62,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/6:18:46,isolet,1,100,100,0,CFS,C4.5,4350,97.14,128,2.86,0.97,0,0.04,4.49,21.19,4478,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1665,80.09,414,19.91,0.79,0.02,0.12,21.69,61.98,2079,0.8,0.01,0.81,0.8,0.8,0.8,0.91,0.71,174
2021-4-17/6:20:34,isolet,1,100,100,0,CFS,IB1,4478,100,0,0,1,0,0,0.58,0.58,4478,1,0,1,1,1,1,1,1,1840,88.5,239,11.5,0.88,0.01,0.09,12.46,48.69,2079,0.89,0.01,0.89,0.89,0.89,0.88,0.94,0.8,174
2021-4-17/6:19:10,isolet,1,100,100,0,CFS,Naive-Bayes,4049,90.42,429,9.58,0.9,0.01,0.08,9.92,43.33,4478,0.9,0,0.91,0.9,0.9,0.9,0.99,0.94,1831,88.07,248,11.93,0.88,0.01,0.09,12.2,48.4,2079,0.88,0.01,0.89,0.88,0.88,0.88,0.99,0.91,174
2021-4-17/6:20:53,isolet,1,100,100,0,CFS,SVM,4468,99.78,10,0.22,1,0.07,0.19,96.25,96.77,4478,1,0,1,1,1,1,1,1,1963,94.42,116,5.58,0.94,0.07,0.19,96.01,96.53,2079,0.94,0,0.94,0.94,0.94,0.94,1,0.93,174
2021-3-16/16:0:59,isolet,1,100,100,0,None,C4.5,372,97.63,106,2.37,0.98,0,0.04,3.51,18.74,4478,0.98,0,0.98,0.98,0.98,0.97,1,0.99,715,82.49,364,17.51,0.82,0.01,0.11,18.93,58.21,79,0.82,0.01,0.83,0.82,0.83,0.82,0.92,0.73,618
2021-3-16/16:7:10,isolet,1,100,100,0,None,IB1,478,100,0,0,1,0,0,0.58,0.58,4478,1,0,1,1,1,1,1,1,801,86.63,278,13.37,0.86,0.01,0.1,14.4,52.51,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/16:2:10,isolet,1,100,100,0,None,Naive-Bayes,899,87.07,579,12.93,0.87,0.01,0.1,13.47,51.48,4478,0.87,0.01,0.89,0.87,0.87,0.87,0.99,0.89,716,82.54,363,17.46,0.82,0.01,0.12,18.12,59.82,79,0.82,0.01,0.84,0.82,0.82,0.82,0.98,0.85,618
2021-3-16/16:7:50,isolet,1,100,100,0,None,SVM,478,100,0,0,1,0.07,0.19,96.25,96.77,4478,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.01,96.53,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/6:30:36,isolet,1,300,0,0,CFS,C4.5,4460,97.23,127,2.77,0.97,0,0.04,4.29,20.72,4587,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1673,80.47,406,19.53,0.8,0.02,0.12,21.35,60.54,2079,0.81,0.01,0.81,0.81,0.81,0.8,0.92,0.72,176
2021-4-17/6:32:28,isolet,1,300,0,0,CFS,IB1,4587,100,0,0,1,0,0,0.57,0.57,4587,1,0,1,1,1,1,1,1,1833,88.17,246,11.83,0.88,0.01,0.1,12.81,49.31,2079,0.88,0.01,0.88,0.88,0.88,0.88,0.94,0.79,176
2021-4-17/6:30:60,isolet,1,300,0,0,CFS,Naive-Bayes,4179,91.11,408,8.89,0.91,0.01,0.08,9.34,41.86,4587,0.91,0,0.92,0.91,0.91,0.91,0.99,0.94,1845,88.74,234,11.26,0.88,0.01,0.09,11.93,47.34,2079,0.89,0.01,0.89,0.89,0.89,0.89,0.99,0.92,176
2021-4-17/6:32:47,isolet,1,300,0,0,CFS,SVM,4576,99.76,11,0.24,1,0.07,0.19,96.78,97.03,4587,1,0,1,1,1,1,1,1,1972,94.85,107,5.15,0.95,0.07,0.19,96.09,96.35,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.93,176
2021-3-16/16:22:51,isolet,1,300,0,0,None,C4.5,480,97.67,107,2.33,0.98,0,0.04,3.59,18.96,4587,0.98,0,0.98,0.98,0.98,0.98,1,0.99,709,82.2,370,17.8,0.81,0.01,0.11,19.61,58.67,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,618
2021-3-16/16:29:10,isolet,1,300,0,0,None,IB1,587,100,0,0,1,0,0,0.57,0.57,4587,1,0,1,1,1,1,1,1,801,86.63,278,13.37,0.86,0.01,0.1,14.4,52.42,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/16:24:3,isolet,1,300,0,0,None,Naive-Bayes,1,87.22,586,12.78,0.87,0.01,0.1,13.45,51.45,4587,0.87,0.01,0.89,0.87,0.87,0.87,0.99,0.9,715,82.49,364,17.51,0.82,0.01,0.12,18.19,59.76,79,0.82,0.01,0.84,0.82,0.82,0.82,0.98,0.85,618
2021-3-16/16:29:52,isolet,1,300,0,0,None,SVM,587,100,0,0,1,0.07,0.19,96.77,97.04,4587,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.09,96.35,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-20/1:10:27,isolet,1,300,0,1,CFS,C4.5,3754,96.93,119,3.07,0.97,0,0.04,4.7,21.68,3873,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1697,81.63,382,18.37,0.81,0.01,0.11,20.15,59.11,2079,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.73,168
2021-4-20/1:12:9,isolet,1,300,0,1,CFS,IB1,3873,100,0,0,1,0,0,0.67,0.67,3873,1,0,1,1,1,1,1,1,1847,88.84,232,11.16,0.88,0.01,0.09,12.2,48.02,2079,0.89,0,0.89,0.89,0.89,0.88,0.94,0.8,168
2021-4-20/1:10:48,isolet,1,300,0,1,CFS,Naive-Bayes,3510,90.63,363,9.37,0.9,0.01,0.08,9.87,43.07,3873,0.91,0,0.91,0.91,0.91,0.9,0.99,0.94,1832,88.12,247,11.88,0.88,0.01,0.09,12.49,48.66,2079,0.88,0.01,0.89,0.88,0.88,0.88,0.99,0.91,168
2021-4-20/1:12:26,isolet,1,300,0,1,CFS,SVM,3860,99.66,13,0.34,1,0.07,0.19,96,96.64,3873,1,0,1,1,1,1,1,0.99,1972,94.85,107,5.15,0.95,0.07,0.19,96.03,96.67,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.93,168
2021-3-26/11:45:54,isolet,1,300,0,1,None,C4.5,776,97.5,97,2.5,0.97,0,0.04,3.74,19.34,3873,0.97,0,0.97,0.97,0.97,0.97,1,0.99,690,81.29,389,18.71,0.81,0.01,0.12,20.2,60.16,79,0.81,0.01,0.82,0.81,0.81,0.81,0.92,0.71,618
2021-3-26/11:51:49,isolet,1,300,0,1,None,IB1,873,100,0,0,1,0,0,0.67,0.67,3873,1,0,1,1,1,1,1,1,796,86.39,283,13.61,0.86,0.01,0.1,14.73,53.04,79,0.86,0.01,0.87,0.86,0.86,0.86,0.93,0.76,618
2021-3-26/11:46:60,isolet,1,300,0,1,None,Naive-Bayes,384,87.37,489,12.63,0.87,0.01,0.1,13.14,50.84,3873,0.87,0.01,0.89,0.87,0.87,0.87,0.99,0.9,725,82.97,354,17.03,0.82,0.01,0.11,17.73,59.08,79,0.83,0.01,0.85,0.83,0.83,0.83,0.98,0.86,618
2021-3-26/11:52:27,isolet,1,300,0,1,None,SVM,873,100,0,0,1,0.07,0.19,96,96.65,3873,1,0,1,1,1,1,1,1,985,95.48,94,4.52,0.95,0.07,0.19,96.03,96.67,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/6:43:28,isolet,1,300,20,0,CFS,C4.5,4491,97.17,131,2.83,0.97,0,0.04,4.41,20.99,4622,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1683,80.95,396,19.05,0.8,0.02,0.12,20.91,60.2,2079,0.81,0.01,0.81,0.81,0.81,0.8,0.92,0.71,194
2021-4-17/6:45:33,isolet,1,300,20,0,CFS,IB1,4622,100,0,0,1,0,0,0.56,0.56,4622,1,0,1,1,1,1,1,1,1845,88.74,234,11.26,0.88,0.01,0.09,12.21,48.09,2079,0.89,0,0.89,0.89,0.89,0.88,0.94,0.8,194
2021-4-17/6:43:55,isolet,1,300,20,0,CFS,Naive-Bayes,4203,90.93,419,9.07,0.91,0.01,0.08,9.45,42.33,4622,0.91,0,0.91,0.91,0.91,0.91,0.99,0.94,1838,88.41,241,11.59,0.88,0.01,0.09,12.13,48,2079,0.88,0.01,0.89,0.88,0.89,0.88,0.99,0.91,194
2021-4-17/6:45:54,isolet,1,300,20,0,CFS,SVM,4615,99.85,7,0.15,1,0.07,0.19,96.77,97.03,4622,1,0,1,1,1,1,1,1,1975,95,104,5,0.95,0.07,0.19,96.08,96.35,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.93,194
2021-3-25/20:10:33,isolet,1,300,20,0,None,C4.5,515,97.69,107,2.31,0.98,0,0.04,3.57,18.9,4622,0.98,0,0.98,0.98,0.98,0.98,1,0.99,709,82.2,370,17.8,0.81,0.01,0.11,19.61,58.66,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,618
2021-3-25/20:16:57,isolet,1,300,20,0,None,IB1,622,100,0,0,1,0,0,0.56,0.56,4622,1,0,1,1,1,1,1,1,801,86.63,278,13.37,0.86,0.01,0.1,14.4,52.42,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-25/20:11:44,isolet,1,300,20,0,None,Naive-Bayes,35,87.3,587,12.7,0.87,0.01,0.1,13.36,51.28,4622,0.87,0.01,0.89,0.87,0.87,0.87,0.99,0.9,716,82.54,363,17.46,0.82,0.01,0.12,18.18,59.72,79,0.82,0.01,0.85,0.82,0.82,0.82,0.98,0.85,618
2021-3-25/20:17:44,isolet,1,300,20,0,None,SVM,622,100,0,0,1,0.07,0.19,96.77,97.03,4622,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.08,96.35,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/6:56:40,isolet,1,300,40,0,CFS,C4.5,4524,97.14,133,2.86,0.97,0,0.04,4.37,20.91,4657,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1692,81.39,387,18.61,0.81,0.01,0.11,20.26,59.37,2079,0.81,0.01,0.82,0.81,0.81,0.81,0.92,0.72,197
2021-4-17/6:58:45,isolet,1,300,40,0,CFS,IB1,4657,100,0,0,1,0,0,0.56,0.56,4657,1,0,1,1,1,1,1,1,1845,88.74,234,11.26,0.88,0.01,0.09,12.2,48.09,2079,0.89,0,0.89,0.89,0.89,0.88,0.94,0.8,197
2021-4-17/6:57:6,isolet,1,300,40,0,CFS,Naive-Bayes,4240,91.05,417,8.95,0.91,0.01,0.08,9.39,42.22,4657,0.91,0,0.92,0.91,0.91,0.91,0.99,0.94,1838,88.41,241,11.59,0.88,0.01,0.09,12.07,47.96,2079,0.88,0.01,0.89,0.88,0.89,0.88,0.99,0.92,197
2021-4-17/6:59:6,isolet,1,300,40,0,CFS,SVM,4650,99.85,7,0.15,1,0.07,0.19,96.77,97.03,4657,1,0,1,1,1,1,1,1,1972,94.85,107,5.15,0.95,0.07,0.19,96.08,96.34,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.93,197
2021-3-16/16:45:30,isolet,1,300,40,0,None,C4.5,550,97.7,107,2.3,0.98,0,0.04,3.54,18.82,4657,0.98,0,0.98,0.98,0.98,0.98,1,0.99,709,82.2,370,17.8,0.81,0.01,0.11,19.61,58.66,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,618
2021-3-16/16:51:57,isolet,1,300,40,0,None,IB1,657,100,0,0,1,0,0,0.56,0.56,4657,1,0,1,1,1,1,1,1,801,86.63,278,13.37,0.86,0.01,0.1,14.39,52.41,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/16:46:42,isolet,1,300,40,0,None,Naive-Bayes,69,87.37,588,12.63,0.87,0.01,0.1,13.28,51.12,4657,0.87,0.01,0.89,0.87,0.87,0.87,0.99,0.9,716,82.54,363,17.46,0.82,0.01,0.12,18.16,59.69,79,0.82,0.01,0.85,0.82,0.82,0.82,0.98,0.85,618
2021-3-16/16:52:40,isolet,1,300,40,0,None,SVM,657,100,0,0,1,0.07,0.19,96.77,97.04,4657,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.08,96.34,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/7:9:55,isolet,1,300,100,0,CFS,C4.5,4626,97.1,138,2.9,0.97,0,0.04,4.5,21.21,4764,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1693,81.43,386,18.57,0.81,0.02,0.11,20.64,59.44,2079,0.81,0.01,0.82,0.81,0.81,0.81,0.92,0.72,188
2021-4-17/7:11:59,isolet,1,300,100,0,CFS,IB1,4764,100,0,0,1,0,0,0.55,0.55,4764,1,0,1,1,1,1,1,1,1829,87.97,250,12.03,0.87,0.01,0.1,12.98,49.68,2079,0.88,0.01,0.88,0.88,0.88,0.88,0.94,0.79,188
2021-4-17/7:10:20,isolet,1,300,100,0,CFS,Naive-Bayes,4331,90.91,433,9.09,0.9,0.01,0.08,9.63,42.78,4764,0.91,0,0.92,0.91,0.91,0.91,0.99,0.94,1822,87.64,257,12.36,0.87,0.01,0.09,12.7,49.01,2079,0.88,0.01,0.89,0.88,0.88,0.87,0.99,0.91,188
2021-4-17/7:12:19,isolet,1,300,100,0,CFS,SVM,4755,99.81,9,0.19,1,0.07,0.19,96.85,97.07,4764,1,0,1,1,1,1,1,1,1974,94.95,105,5.05,0.95,0.07,0.19,96.06,96.28,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.93,188
2021-3-16/17:8:24,isolet,1,300,100,0,None,C4.5,639,97.38,125,2.62,0.97,0,0.04,4.17,20.43,4764,0.97,0,0.97,0.97,0.97,0.97,1,0.99,696,81.58,383,18.42,0.81,0.01,0.11,19.99,58.96,79,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.73,618
2021-3-16/17:15:3,isolet,1,300,100,0,None,IB1,764,100,0,0,1,0,0,0.55,0.55,4764,1,0,1,1,1,1,1,1,801,86.63,278,13.37,0.86,0.01,0.1,14.38,52.39,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/17:9:38,isolet,1,300,100,0,None,Naive-Bayes,175,87.64,589,12.36,0.87,0.01,0.1,13,50.55,4764,0.88,0.01,0.89,0.88,0.88,0.88,0.99,0.9,717,82.59,362,17.41,0.82,0.01,0.12,18.09,59.54,79,0.83,0.01,0.85,0.83,0.82,0.82,0.98,0.86,618
2021-3-16/17:15:46,isolet,1,300,100,0,None,SVM,764,100,0,0,1,0.07,0.19,96.85,97.08,4764,1,0,1,1,1,1,1,1,986,95.53,93,4.47,0.95,0.07,0.19,96.06,96.28,79,0.95,0,0.96,0.95,0.95,0.95,1,0.94,618
2021-4-17/7:23:16,isolet,1,600,0,0,CFS,C4.5,4882,97.33,134,2.67,0.97,0,0.04,4.17,20.42,5016,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1674,80.52,405,19.48,0.8,0.02,0.12,21.41,60.24,2079,0.81,0.01,0.81,0.81,0.81,0.8,0.91,0.71,183
2021-4-17/7:25:25,isolet,1,600,0,0,CFS,IB1,5016,100,0,0,1,0,0,0.53,0.52,5016,1,0,1,1,1,1,1,1,1838,88.41,241,11.59,0.88,0.01,0.09,12.53,48.38,2079,0.88,0.01,0.89,0.88,0.88,0.88,0.94,0.8,183
2021-4-17/7:23:42,isolet,1,600,0,0,CFS,Naive-Bayes,4565,91.01,451,8.99,0.9,0.01,0.08,9.55,42.49,5016,0.91,0,0.92,0.91,0.91,0.91,0.99,0.94,1836,88.31,243,11.69,0.88,0.01,0.09,12.34,47.87,2079,0.88,0.01,0.89,0.88,0.88,0.88,0.99,0.92,183
2021-4-17/7:25:45,isolet,1,600,0,0,CFS,SVM,5008,99.84,8,0.16,1,0.07,0.19,98.76,98.03,5016,1,0,1,1,1,1,1,1,1982,95.33,97,4.67,0.95,0.07,0.19,96.15,95.48,2079,0.95,0,0.95,0.95,0.95,0.95,1,0.94,183
2021-3-16/17:31:58,isolet,1,600,0,0,None,C4.5,908,97.85,108,2.15,0.98,0,0.03,3.29,18.13,5016,0.98,0,0.98,0.98,0.98,0.98,1,0.99,701,81.82,378,18.18,0.81,0.01,0.11,19.76,58.48,79,0.82,0.01,0.82,0.82,0.82,0.81,0.91,0.72,618
2021-3-16/17:38:57,isolet,1,600,0,0,None,IB1,16,100,0,0,1,0,0,0.53,0.52,5016,1,0,1,1,1,1,1,1,802,86.68,277,13.32,0.86,0.01,0.1,14.32,51.86,79,0.87,0.01,0.87,0.87,0.87,0.86,0.93,0.77,618
2021-3-16/17:33:14,isolet,1,600,0,0,None,Naive-Bayes,399,87.7,617,12.3,0.87,0.01,0.1,13.18,50.91,5016,0.88,0.01,0.9,0.88,0.88,0.88,0.99,0.9,714,82.44,365,17.56,0.82,0.01,0.12,18.24,59.25,79,0.82,0.01,0.84,0.82,0.82,0.82,0.98,0.85,618
2021-3-16/17:39:40,isolet,1,600,0,0,None,SVM,16,100,0,0,1,0.07,0.19,98.75,98.03,5016,1,0,1,1,1,1,1,1,987,95.57,92,4.43,0.95,0.07,0.19,96.15,95.48,79,0.96,0,0.96,0.96,0.96,0.95,1,0.94,618
2021-4-20/1:21:12,isolet,1,600,0,1,CFS,C4.5,3765,97.21,108,2.79,0.97,0,0.04,4.06,20.15,3873,0.97,0,0.97,0.97,0.97,0.97,1,0.99,1698,81.67,381,18.33,0.81,0.01,0.11,19.94,59.7,2079,0.82,0.01,0.82,0.82,0.82,0.81,0.92,0.72,183
2021-4-20/1:23:4,isolet,1,600,0,1,CFS,IB1,3873,100,0,0,1,0,0,0.67,0.67,3873,1,0,1,1,1,1,1,1,1828,87.93,251,12.07,0.87,0.01,0.1,13.14,49.95,2079,0.88,0.01,0.88,0.88,0.88,0.88,0.94,0.79,183
